"Outcome_M6","Quan_2","Quan_3","Quan_4","Quan_5","Quan_6","Quan_7","Quan_10","Quan_11","Cat_2","Cat_3","Cat_4","Cat_6","Quan_17","Quan_18","Cat_210","Cat_216","Cat_400","Cat_403","Cat_466","Cat_467","Cat_469","Cat_470","Cat_498","Quan_27","Day_Of_Year_1"
500,8400,10,440417.6367713,1,0,0,0,0,"38","70","1168","63",2,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,220.375
500,7000,8,327421,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"27","50","69","32",4,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,110.875
500,5900,49,95291,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"26","48","66","10",2,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,231.125
500,6400,73,398306,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"56","159","250","2",3.25355450236967,11.0857142857143,"0","0","1","0","0","0","0","0","1",0,112.125
500,6900,28,67486,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","32","201","4",4,11.0857142857143,"2","2","1","1","0","0","0","0","0",0,161.125
2000,7500,26,440417.6367713,6,4,3,1,0,"17","32","201","4",2,11.0857142857143,"2","2","0","0","0","0","0","0","0",0,137.625
2000,4300,38,367328,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"29","198","714","10",2,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,95.625
2000,6600,49,84124,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"53","241","393","17",4,10,"0","0","0","0","0","0","0","0","0",0,81.875
500,5700,7,176797,3,0,0,3,0,"53","403","1234","10",4,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,136.375
500,3800,17,191088,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"4","12","15","11",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,156.375
5000,8000,71,1164838,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","33","44","24",4,11.0857142857143,"2","2","1","0","0","0","0","0","0",0,101.375
2000,8800,93,1834182,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"63","73","279","50",6,11.0857142857143,"0","0","1","0","0","1","0","0","0",0,68.625
3000,8800,34,28203,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","32","52","6",4,7,"2","2","0","0","0","0","0","0","0",0,68.875
500,6300,11,74602,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"105","392","675","11",3.25355450236967,11.0857142857143,"0","0","0","0","0","1","0","0","0",0,116.625
500,5800,59,440417.6367713,49,7,10,9,2,"42","579","1073","30",4,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,76.375
500,6300,5,22239,4,1,1,3,1,"5","6","681","49",2,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,137.625
500,5400,3,144712,2,0,0,2,0,"4","554","262","17",2,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,143.375
3000,8000,77,385852,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"9","16","203","14",3.25355450236967,11.0857142857143,"0","0","1","0","0","0","2","0","0",0,112.125
500,6400,43,232964,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"47","139","221","11",2,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,91.125
2000,9100,143,582649,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"19","336","565","10",3.25355450236967,11.0857142857143,"0","0","1","0","0","1","2","1","0",0,53.625
500,7600,71,228284,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"3","226","8","7",4,11.0857142857143,"2","0","1","0","0","0","0","0","0",0,357.125
500,7200,66,148530,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"19","39","635","10",3.25355450236967,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,67.625
3000,8400,136,1345876,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"13","23","445","2",2,11.0857142857143,"0","0","1","1","0","1","2","0","1",2,253.875
3000,7000,64,437694,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","36","44","24",4,11.0857142857143,"2","2","1","0","0","0","0","0","0",0,142.625
500,5500,10,152120,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"53","406","174","17",2,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,102.625
500,5900,26,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"117","365","621","10",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,102.625
500,7800,58,25120,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"27","125","199","26",4,11.0857142857143,"0","2","0","0","0","0","0","0","0",0,213.375
3000,8700,74,222511,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","32","48","26",4,11.0857142857143,"2","2","1","0","0","1","2","0","0",0,103.875
2000,6000,31,55669,37,15,12,19,10,"5","12","1362","13",2,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,269.375
2000,8400,93,1616915,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"16","364","40","13",3.25355450236967,11.0857142857143,"0","0","1","0","0","1","0","0","0",0,74.625
6000,7700,48,513282,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","32","49","4",4,11.0857142857143,"2","2","1","0","0","0","2","0","0",0,96.875
10000,9600,146,2479325,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"41","221","361","11",3.25355450236967,11.0857142857143,"0","0","1","1","0","1","2","0","0",2,301.125
2000,8300,126,639700,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"7","54","80","11",3.25355450236967,2,"0","0","1","0","0","0","2","0","0",0,232.375
500,6100,86,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"27","51","70","33",4,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,268.625
2000,7000,44,1014891,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"16","33","284","10",2,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,119.125
500,6400,43,440417.6367713,1,1,0,1,1,"144","589","1089","14",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,17.375
500,7700,71,1153618,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5","10","860","50",4,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,123.625
5000,9000,96,1329383,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"1","1","385","1",3.25355450236967,11.0857142857143,"0","0","1","1","0","1","0","1","0",5,117.875
500,2800,51,233505,0,0,0,0,0,"1","252","447","2",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,151.625
500,4600,44,487737,29,1,13,11,1,"5","395","19","3",8,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,137.625
500,4800,5,37066,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"4","6","10","2",3.25355450236967,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,133.125
2000,6800,88,240488,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"49","258","414","1",3.25355450236967,11.0857142857143,"0","0","1","0","0","0","2","0","0",0,61.875
2000,6500,93,62744,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"28","113","181","14",2,16,"0","0","0","0","0","0","0","0","0",0,263.625
500,7500,64,91439,10,3,2,5,3,"16","73","279","50",6,11.0857142857143,"0","0","0","0","0","1","0","0","0",0,340.625
500,7800,87,2241,3,1,0,2,1,"152","487","900","11",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,312.625
500,6700,19,67486,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","32","201","4",4,11.0857142857143,"2","2","0","0","0","0","0","0","0",0,161.125
500,7200,73,20658,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"56","171","270","10",2,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,355.875
500,7500,67,2330,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"9","16","210","11",2,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,81.625
3000,7900,64,145077,47,4,24,12,3,"17","30","44","24",4,11.0857142857143,"2","2","1","0","0","0","0","0","0",0,340.625
3000,8800,55,16504,26,11,13,9,5,"17","32","52","6",7,11.0857142857143,"2","2","1","0","0","0","0","0","0",0,66.375
2000,7700,88,537923,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"28","254","407","42",3.25355450236967,11.0857142857143,"0","0","1","0","0","1","0","0","0",0,82.875
500,5400,17,64356,2,0,0,2,0,"60","304","281","51",4,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,137.625
500,6300,51,195081,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"47","240","291","20",2,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,110.875
2000,4300,4,180029,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"4","9","481","2",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,124.875
500,7000,67,121700,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"111","352","597","10",2,11.0857142857143,"0","0","0","0","0","1","0","0","0",0,313.875
500,7100,80,121700,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"111","352","597","10",2,11.0857142857143,"0","0","1","0","0","1","2","0","0",0,313.875
3000,8100,135,451502,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"7","297","490","23",3.25355450236967,6,"0","0","1","0","0","1","2","0","0",0,243.875
2000,7800,57,12461,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"27","50","199","26",7,11.0857142857143,"0","2","0","0","0","0","0","0","0",0,123.625
500,6100,27,459861,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"3","4","5","5",2,11.0857142857143,"2","2","0","0","0","0","0","0","0",0,243.875
500,7100,45,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"16","33","42","11",3.25355450236967,11.0857142857143,"0","0","1","0","0","1","0","0","0",0,260.375
500,4600,45,92257,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"45","220","240","10",3.25355450236967,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,103.875
2000,4000,30,396868,10,2,4,6,2,"197","555","1044","37",3,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,108.375
2000,6900,48,204611,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"31","64","96","22",2,11.0857142857143,"0","2","1","0","0","0","0","0","0",0,102.875
3000,8500,97,648530,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"28","114","190","27",3.25355450236967,6,"0","0","1","0","0","1","2","0","0",0,106.375
2000,8200,55,467424,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","29","38","21",2,11.0857142857143,"2","0","0","0","0","0","2","0","0",0,155.375
500,6900,31,688576,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"31","64","96","22",2,11.0857142857143,"0","2","1","0","0","0","0","0","0",0,133.375
3000,9200,113,752566,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"6","23","32","18",2,11.0857142857143,"0","0","1","0","0","1","2","0","0",0,229.875
5000,8700,78,1172663,34,14,17,9,6,"17","32","48","26",7,11.0857142857143,"2","2","1","0","0","1","2","0","0",0,87.375
10000,9700,112,2089715,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"41","221","361","11",3.25355450236967,11.0857142857143,"0","0","1","1","0","1","2","0","0",2,301.125
2000,8600,113,850081,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","32","38","21",2,11.0857142857143,"2","0","1","0","0","0","0","0","0",0,357.875
2000,7700,82,241135,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"28","136","218","2",3.25355450236967,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,362.875
2000,6000,46,398306,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"56","159","250","2",3.25355450236967,11.0857142857143,"0","0","0","0","0","1","0","0","0",0,112.125
500,8100,29,72764,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"3","4","4","4",4,11.0857142857143,"2","2","1","0","0","0","0","0","0",0,140.375
2000,7000,39,779723,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"3","5","5","5",2,11.0857142857143,"2","2","1","0","0","0","0","0","0",0,245.125
500,6700,82,440417.6367713,26,15,4,13,6,"8","15","22","13",3.25355450236967,11.0857142857143,"0","0","1","0","0","1","0","0","0",0,220.375
2000,7500,59,769387,34,12,14,15,9,"53","51","179","33",6,11.0857142857143,"0","0","1","0","0","1","2","0","0",0,115.375
10000,7400,66,1242470,99,10,48,28,6,"7","57","1118","0",4,11.0857142857143,"0","2","1","0","0","0","0","0","0",0,124.375
2000,8100,98,506824,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"49","105","169","1",3.25355450236967,11.0857142857143,"0","0","1","0","0","1","0","0","0",0,249.625
13000,8400,72,3030132,89,22,30,61,17,"17","30","39","22",4,11.0857142857143,"2","2","1","0","0","0","0","0","0",0,38.375
2000,6100,112,49260,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"7","58","85","10",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,43.375
2000,3200,49,440417.6367713,49,1,37,6,0,"28","647","1263","33",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,124.375
500,7400,40,115259,2,0,0,2,0,"49","418","372","23",3.25355450236967,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,256.625
5000,8200,103,907724,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"2","254","486","2",2,4,"0","0","1","1","0","0","0","1","0",16,109.625
500,6900,22,76488,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","32","201","4",4,11.0857142857143,"2","2","0","0","0","0","0","0","0",0,137.875
2000,8600,89,1006612,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5","387","657","50",3,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,108.375
500,7000,86,70234,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"53","51","497","33",4,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,264.875
500,6800,49,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"3","4","7","6",4,11.0857142857143,"2","2","0","0","0","0","0","0","0",0,74.625
3000,8500,107,793713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5","10","123","50",4,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,60.625
3000,8300,26,534158,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"3","4","6","4",7,11.0857142857143,"2","2","0","0","0","0","0","0","0",0,91.125
500,7600,73,74139,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"19","37","53","14",3.25355450236967,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,313.875
500,4800,77,25811,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"83","278","570","2",2,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,320.875
2000,7100,60,924460,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"6","31","40","13",2,11.0857142857143,"0","0","1","0","0","0","2","0","0",0,133.125
500,1600,13,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"79","93","397","46",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,306.875
2000,7300,85,546056,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"6","34","260","2",3.25355450236967,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,63.125
500,5500,76,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"7","190","300","27",3.25355450236967,4,"0","0","1","0","0","0","0","0","0",0,344.375
500,5400,37,331563,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"31","64","360","4",4,11.0857142857143,"0","2","0","0","0","0","0","0","0",0,293.125
2000,5400,56,564834,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"45","225","369","10",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0","0","0",0,338.125
500,7400,60,94900,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"28","113","495","14",3.25355450236967,11.0857142857143,"0","0","1","0","0","0","0","0","0",0,243.875
