"Outcome_M7","Date_1","Quan_2","Quan_3","Quan_4","Quan_5","Quan_6","Quan_7","Quan_10","Quan_11","Cat_2","Cat_3","Cat_4","Quan_18","Cat_162","Cat_210","Cat_216","Cat_220","Cat_349","Cat_388","Cat_400","Cat_466","Cat_467","Cat_469","Cat_470","Cat_494","Quan_27","Day_Of_Year_1"
2000,2471,7600,39,513282,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","32","49",11.0857142857143,"2","2","2","0","0","0","1","0","0","2","0","0",0,96.875
500,2456,6200,30,84124,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"53","241","393",10,"2","0","0","0","0","0","0","0","0","0","0","0",0,81.875
500,3003,5900,39,440417.6367713,6,2,0,6,2,"5","499","926",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,263.625
500,1904,7200,39,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","32","198",11.0857142857143,"2","0","2","0","0","0","0","0","0","0","0","0",0,260.375
500,3325,6900,65,440417.6367713,25,15,4,13,6,"8","15","22",11.0857142857143,"0","0","0","0","0","0","1","0","1","0","0","0",0,220.375
500,2127,6100,11,221857,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"53","107","174",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,118.125
500,3227,5900,54,9772,1,1,0,1,1,"26","143","895",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,122.375
21000,3234,8600,137,4365238,204,73,39,83,46,"5","8","11",18,"0","0","0","0","0","0","1","0","1","0","0","1",0,129.375
500,2842,5400,22,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"117","365","621",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,102.625
500,2578,8300,72,304545,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"16","31","286",11.0857142857143,"0","0","0","2","0","0","1","0","0","0","0","0",0,203.875
2000,3367,8500,103,169907,54,20,21,42,16,"16","424","754",11.0857142857143,"0","0","0","0","0","0","1","0","1","2","0","1",0,262.375
500,2870,8000,45,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"43","253","406",11.0857142857143,"0","0","0","0","0","0","1","0","1","0","0","0",0,130.625
500,3178,5200,7,86725,5,3,0,3,2,"5","6","1229",11.0857142857143,"2","0","0","0","0","0","0","0","0","0","0","0",0,73.375
500,3325,8400,10,440417.6367713,1,0,0,0,0,"38","70","1168",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,220.375
500,2485,7000,8,327421,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"27","50","69",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,110.875
500,2240,5900,49,95291,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"26","48","66",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,231.125
500,2121,6400,73,398306,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"56","159","250",11.0857142857143,"0","0","0","0","0","2","1","0","0","0","0","1",0,112.125
500,2170,6900,28,67486,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","32","201",11.0857142857143,"2","2","2","0","0","0","1","0","0","0","0","0",0,161.125
500,2877,7500,26,440417.6367713,6,4,3,1,0,"17","32","201",11.0857142857143,"2","2","2","0","0","0","0","0","0","0","0","0",0,137.625
2000,2835,4300,38,367328,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"29","198","714",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,95.625
500,2456,6600,49,84124,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"53","241","393",10,"2","0","0","0","0","0","0","0","0","0","0","0",0,81.875
500,3241,5700,7,176797,3,0,0,3,0,"53","403","1234",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,136.375
500,1800,3800,17,191088,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"4","12","15",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,156.375
3000,1745,8000,71,1164838,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","33","44",11.0857142857143,"2","2","2","0","0","2","1","0","0","0","0","0",0,101.375
2000,2808,8800,93,1834182,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"63","73","279",11.0857142857143,"0","0","0","0","0","0","1","0","1","0","0","1",0,68.625
2000,2443,8800,34,28203,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","32","52",7,"2","2","2","0","0","0","0","0","0","0","0","0",0,68.875
500,2856,6300,11,74602,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"105","392","675",11.0857142857143,"0","0","0","0","0","0","0","0","1","0","0","0",0,116.625
500,3181,5800,59,440417.6367713,49,7,10,9,2,"42","579","1073",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,76.375
500,2877,6300,5,22239,4,1,1,3,1,"5","6","681",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,137.625
500,3248,5400,3,144712,2,0,0,2,0,"4","554","262",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,143.375
2000,2121,8000,77,385852,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"9","16","203",11.0857142857143,"0","0","0","0","0","0","1","0","0","2","0","0",0,112.125
500,2100,6400,43,232964,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"47","139","221",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,91.125
3000,2793,9100,143,582649,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"19","336","565",11.0857142857143,"0","0","0","0","0","0","1","0","1","2","1","1",0,53.625
2000,2366,7600,71,228284,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"3","226","8",11.0857142857143,"2","2","0","0","0","0","1","0","0","0","0","0",0,357.125
500,2807,7200,66,148530,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"19","39","635",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,67.625
3000,2628,8400,136,1345876,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"13","23","445",11.0857142857143,"0","0","0","0","0","0","1","0","1","2","0","1",2,253.875
3000,1421,7000,64,437694,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","36","44",11.0857142857143,"2","2","2","0","0","2","1","0","0","0","0","0",0,142.625
500,2842,5500,10,152120,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"53","406","174",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,102.625
500,2842,5900,26,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"117","365","621",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,102.625
500,1857,7800,58,25120,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"27","125","199",11.0857142857143,"2","0","2","0","0","0","0","0","0","0","0","0",0,213.375
3000,2478,8700,74,222511,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","32","48",11.0857142857143,"2","2","2","0","0","0","1","0","1","2","0","0",0,103.875
500,3374,6000,31,55669,37,15,12,19,10,"5","12","1362",11.0857142857143,"2","0","0","0","0","0","0","0","0","0","0","0",0,269.375
2000,2814,8400,93,1616915,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"16","364","40",11.0857142857143,"0","0","0","0","0","0","1","0","1","0","0","0",0,74.625
3000,2471,7700,48,513282,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","32","49",11.0857142857143,"2","2","2","0","0","0","1","0","0","2","0","0",0,96.875
8000,2310,9600,146,2479325,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"41","221","361",11.0857142857143,"0","0","0","0","2","0","1","0","1","2","0","1",2,301.125
2000,1876,8300,126,639700,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"7","54","80",2,"0","0","0","0","0","0","1","0","0","2","0","0",0,232.375
500,1547,6100,86,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"27","51","70",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,268.625
2000,2128,7000,44,1014891,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"16","33","284",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,119.125
500,3122,6400,43,440417.6367713,1,1,0,1,1,"144","589","1089",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,17.375
500,2863,7700,71,1153618,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5","10","860",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,123.625
3000,2492,9000,96,1329383,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"1","1","385",11.0857142857143,"0","0","0","0","0","0","1","0","1","0","1","1",5,117.875
500,2891,2800,51,233505,0,0,0,0,0,"1","252","447",11.0857142857143,"0","0","0","0","0","2","0","0","0","0","0","0",0,151.625
500,2877,4600,44,487737,29,1,13,11,1,"5","395","19",11.0857142857143,"0","0","0","0","0","2","0","0","0","0","0","0",0,137.625
500,2142,4800,5,37066,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"4","6","10",11.0857142857143,"2","0","0","0","0","0","1","0","0","0","0","0",0,133.125
500,2436,6800,88,240488,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"49","258","414",11.0857142857143,"0","0","0","0","0","0","1","0","0","2","0","0",0,61.875
2000,1542,6500,93,62744,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"28","113","181",16,"0","0","0","0","0","0","0","0","0","0","0","0",0,263.625
2000,3080,7500,64,91439,10,3,2,5,3,"16","73","279",11.0857142857143,"0","0","0","0","0","0","0","0","1","0","0","0",0,340.625
2000,3052,7800,87,2241,3,1,0,2,1,"152","487","900",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,312.625
500,2170,6700,19,67486,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","32","201",11.0857142857143,"2","2","2","0","0","0","0","0","0","0","0","0",0,161.125
500,2730,7200,73,20658,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"56","171","270",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,355.875
500,2821,7500,67,2330,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"9","16","210",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,81.625
8000,3080,7900,64,145077,47,4,24,12,3,"17","30","44",11.0857142857143,"2","2","2","2","0","2","1","0","0","0","0","0",0,340.625
2000,3171,8800,55,16504,26,11,13,9,5,"17","32","52",11.0857142857143,"2","2","2","0","0","0","1","0","0","0","0","0",0,66.375
2000,2457,7700,88,537923,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"28","254","407",11.0857142857143,"0","0","0","0","0","0","1","0","1","0","0","1",0,82.875
500,2877,5400,17,64356,2,0,0,2,0,"60","304","281",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,137.625
500,2485,6300,51,195081,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"47","240","291",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,110.875
500,2499,4300,4,180029,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"4","9","481",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,124.875
500,2688,7000,67,121700,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"111","352","597",11.0857142857143,"0","0","0","0","0","0","0","0","1","0","0","0",0,313.875
500,2688,7100,80,121700,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"111","352","597",11.0857142857143,"0","0","0","0","0","0","1","0","1","2","0","0",0,313.875
3000,2618,8100,135,451502,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"7","297","490",6,"0","0","0","0","0","0","1","0","1","2","0","1",0,243.875
2000,2863,7800,57,12461,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"27","50","199",11.0857142857143,"2","0","2","0","0","0","0","0","0","0","0","0",0,123.625
500,2618,6100,27,459861,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"3","4","5",11.0857142857143,"2","2","2","2","0","0","0","0","0","0","0","0",0,243.875
500,1904,7100,45,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"16","33","42",11.0857142857143,"0","0","0","0","0","0","1","0","1","0","0","0",0,260.375
500,2478,4600,45,92257,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"45","220","240",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,103.875
500,3213,4000,30,396868,10,2,4,6,2,"197","555","1044",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,108.375
2000,2477,6900,48,204611,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"31","64","96",11.0857142857143,"0","0","2","0","0","0","1","0","0","0","0","0",0,102.875
2000,1750,8500,97,648530,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"28","114","190",6,"0","0","0","0","0","2","1","0","1","2","0","0",0,106.375
2000,1799,8200,55,467424,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","29","38",11.0857142857143,"2","2","0","0","0","0","0","0","0","2","0","0",0,155.375
500,1777,6900,31,688576,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"31","64","96",11.0857142857143,"0","0","2","0","0","0","1","0","0","0","0","0",0,133.375
2000,2604,9200,113,752566,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"6","23","32",11.0857142857143,"0","0","0","0","0","0","1","0","1","2","0","1",0,229.875
5000,3192,8700,78,1172663,34,14,17,9,6,"17","32","48",11.0857142857143,"2","2","2","0","0","0","1","0","1","2","0","0",0,87.375
8000,2310,9700,112,2089715,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"41","221","361",11.0857142857143,"0","0","0","0","2","0","1","0","1","2","0","1",2,301.125
11000,2732,8600,113,850081,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","32","38",11.0857142857143,"2","2","0","0","0","0","1","0","0","0","0","0",0,357.875
3000,2737,7700,82,241135,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"28","136","218",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,362.875
500,2121,6000,46,398306,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"56","159","250",11.0857142857143,"0","0","0","0","0","2","0","0","1","0","0","1",0,112.125
500,1784,8100,29,72764,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"3","4","4",11.0857142857143,"2","2","2","0","0","0","1","0","0","0","0","0",0,140.375
2000,2254,7000,39,779723,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"3","5","5",11.0857142857143,"2","2","2","2","0","0","1","0","0","0","0","0",0,245.125
500,3325,6700,82,440417.6367713,26,15,4,13,6,"8","15","22",11.0857142857143,"0","0","0","0","0","0","1","0","1","0","0","0",0,220.375
2000,3220,7500,59,769387,34,12,14,15,9,"53","51","179",11.0857142857143,"0","0","0","0","0","0","1","0","1","2","0","1",0,115.375
6000,3229,7400,66,1242470,99,10,48,28,6,"7","57","1118",11.0857142857143,"0","0","2","0","0","0","1","0","0","0","0","0",0,124.375
2000,2989,8100,98,506824,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"49","105","169",11.0857142857143,"0","0","0","0","0","0","1","0","1","0","0","1",0,249.625
10000,3143,8400,72,3030132,89,22,30,61,17,"17","30","39",11.0857142857143,"2","2","2","2","0","2","1","0","0","0","0","0",0,38.375
2000,1687,6100,112,49260,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"7","58","85",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,43.375
2000,3229,3200,49,440417.6367713,49,1,37,6,0,"28","647","1263",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,124.375
500,2996,7400,40,115259,2,0,0,2,0,"49","418","372",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,256.625
6000,2849,8200,103,907724,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"2","254","486",4,"0","0","0","0","0","0","1","0","0","0","1","0",16,109.625
500,2512,6900,22,76488,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","32","201",11.0857142857143,"2","2","2","0","0","0","0","0","0","0","0","0",0,137.875
3000,3213,8600,89,1006612,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5","387","657",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,108.375
2000,2639,7000,86,70234,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"53","51","497",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,264.875
500,2814,6800,49,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"3","4","7",11.0857142857143,"2","2","2","0","0","0","0","0","0","0","0","0",0,74.625
2000,2800,8500,107,793713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5","10","123",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,60.625
2000,2100,8300,26,534158,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"3","4","6",11.0857142857143,"2","2","2","0","0","0","0","0","0","0","0","0",0,91.125
500,2688,7600,73,74139,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"19","37","53",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,313.875
500,2695,4800,77,25811,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"83","278","570",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,320.875
2000,2142,7100,60,924460,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"6","31","40",11.0857142857143,"0","0","0","0","0","0","1","0","0","2","0","0",0,133.125
500,2681,1600,13,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"79","93","397",11.0857142857143,"0","0","0","0","2","0","0","0","0","0","0","0",0,306.875
2000,2072,7300,85,546056,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"6","34","260",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,63.125
2000,1988,5500,76,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"7","190","300",4,"0","0","0","0","0","0","1","0","0","0","0","0",0,344.375
500,2302,5400,37,331563,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"31","64","360",11.0857142857143,"2","0","2","0","0","0","0","0","0","0","0","0",0,293.125
3000,2347,5400,56,564834,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"45","225","369",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,338.125
500,2618,7400,60,94900,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"28","113","495",11.0857142857143,"0","0","0","0","0","2","1","0","0","0","0","0",0,243.875
