"","Outcome_M1","Outcome_M2","Outcome_M3","Outcome_M4","Outcome_M5","Outcome_M6","Outcome_M7","Outcome_M8","Outcome_M9","Outcome_M10","Outcome_M11","Outcome_M12","Quan_2","Quan_3","Quan_4","Quan_5","Quan_6","Quan_8","Quan_9","Cat_467","Cat_469","Cat_470","Cat_494","Cat_501","Quan_27","Cat_513","Quan_10","Quan_11","Quan_13","Quan_14","Quan_16","Cat_110","Cat_349","Cat_403","Cat_498","Quan_7","Cat_220","Cat_4","Quan_18","Cat_359","Cat_388","Quant_24","Quant_25","Date_1","Cat_2","Cat_3","Cat_15","Cat_139","Cat_245","Cat_392","Cat_484","Cat_162","Cat_210","Cat_216","Cat_400","Cat_466","Day_Of_Year_1","Cat_6","Quan_17","Cat_404","Quan_28"
"280",5000,6000,2000,2000,2000,2000,500,2000,2000,2000,2000,2000,5600,43,0,13,6,13,13,"1","2","0","1","0",0,"0",2,2,2,2,8,"0","0","0","0",3,"0","715",0,"0","0",90,90,3227,"9","408","2","2","2","0","0","0","0","0","0","0",122.375,"18",2,"0",0
"281",5000,3000,2000,500,2000,2000,500,2000,500,2000,2000,2000,5900,44,181085,0,0,0,0,"1","0","0","0","0",0,"0",0,0,0,0,8,"0","0","0","0",0,"0","715",0,"0","0",41,41,2870,"9","408","2","0","2","0","0","0","0","0","0","0",130.625,"18",2,"0",0
"282",3000,2000,2000,2000,2000,500,500,2000,500,2000,500,500,8200,71,739705,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","285",0,"0","0",0,0,2331,"42","180","2","0","0","0","0","0","0","0","1","0",322.125,"52",8,"0",0
"283",2000,3000,2000,2000,2000,2000,500,500,500,500,500,500,7400,91,65599,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","3",0,"0","0",0,0,1421,"3","3","2","0","0","0","0","0","0","0","1","0",142.625,"3",2,"0",0
"284",3000,500,500,500,2000,6000,2000,500,500,500,500,500,7300,33,304225,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,14,"0","0","0","0",0,"0","204",0,"0","0",24,24,2022,"3","4","4","0","0","0","0","0","2","2","0","0",13.125,"22",7,"0",0
"285",2000,3000,500,500,500,500,500,500,500,500,500,2000,6800,76,0,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,16,"0","0","0","0",0,"0","362",16,"0","0",0,0,2338,"5","222","2","0","0","0","0","0","0","0","0","0",329.125,"2",0,"0",0
"286",34000,3000,2000,500,2000,3000,2000,2000,2000,2000,500,2000,7000,120,316575,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,16,"2","0","0","0",0,"0","80",0,"0","0",4,4,3108,"7","400","17","0","0","0","0","0","0","0","1","0",3.375,"11",0,"0",0
"287",27000,3000,2000,2000,2000,500,2000,2000,2000,3000,2000,2000,8500,86,10057,25,12,25,25,"0","0","0","0","0",0,"0",17,9,17,17,2,"0","0","0","0",6,"0","38",0,"0","0",61,61,3346,"17","32","1","0","0","0","0","0","2","0","0","0",241.375,"21",2,"0",0
"288",5000,2000,500,500,500,500,2000,500,500,500,500,500,5600,16,32760,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,8,"0","0","0","0",0,"0","377",0,"0","0",6,5,2359,"77","231","2","0","0","0","0","0","0","0","0","0",350.125,"34",0,"0",0
"289",32000,60000,10000,6000,3000,2000,2000,2000,2000,2000,2000,2000,8700,92,1516735,54,20,54,54,"1","2","0","0","0",0,"0",29,10,29,29,8,"0","0","0","0",22,"0","40",0,"0","0",0,0,3241,"16","28","4","0","0","0","0","0","0","0","1","0",136.375,"17",0,"0",0
"290",2000,2000,2000,3000,500,500,500,500,500,500,500,500,4200,6,128209,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","382",0,"0","0",0,0,2457,"4","6","2","0","0","0","0","2","0","0","0","0",82.875,"2",0,"0",0
"291",8000,2000,2000,2000,500,2000,500,500,500,500,500,500,8200,82,62984,0,0,0,0,"0","2","0","0","0",0,"0",0,0,0,0,4,"2","0","0","0",0,"0","89",0,"0","0",0,0,2436,"7","57","3","0","0","0","0","0","0","0","1","0",61.875,"54",4,"0",0
"292",13000,5000,2000,2000,2000,2000,2000,2000,2000,3000,2000,3000,9300,80,0,19,11,19,19,"0","0","0","0","0",0,"0",6,4,6,6,0,"0","0","1","0",4,"0","259",0,"0","0",13,0,3304,"16","165","1","0","0","0","0","0","0","0","1","0",199.375,"1",0,"0",0
"293",2000,2000,500,2000,500,500,500,500,500,500,500,500,0,1,86725,5,3,5,5,"0","0","0","0","0",0,"0",3,2,3,3,4,"0","0","0","0",0,"0","1229",0,"0","0",0,0,3178,"5","6","2","0","0","0","0","2","0","0","0","0",73.375,"8",2,"0",0
"294",10000,3000,2000,2000,500,500,2000,500,500,500,500,500,7900,81,1106,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,16,"0","0","0","0",0,"0","175",16,"0","0",19,19,1620,"53","108","3","0","0","0","0","2","0","0","1","0",341.625,"13",4,"0",0
"295",10000,2000,500,500,500,500,2000,500,500,500,500,500,6200,99,303842,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","583",0,"0","0",0,0,3073,"45","345","1","0","0","0","0","0","0","0","1","0",333.625,"1",0,"0",0
"296",2000,2000,500,500,500,2000,2000,500,500,500,500,500,5600,21,384334,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","277",0,"0","0",0,4,2002,"53","176","3","0","0","0","0","0","0","0","0","0",358.375,"20",4,"0",0
"297",27000,21000,8000,6000,3000,3000,3000,3000,3000,2000,2000,2000,8100,145,1003761,0,0,0,0,"1","2","0","1","0",0,"0",0,0,0,0,32,"2","0","0","0",0,"0","86",16,"0","0",6,6,1421,"7","57","1","0","0","0","0","0","0","0","1","0",142.625,"2",4,"0",0
"298",10000,3000,3000,5000,2000,2000,500,500,500,2000,2000,2000,7400,49,589158,0,0,0,0,"1","0","0","0","0",0,"0",0,0,0,0,0,"2","0","0","0",0,"0","408",0,"0","0",0,0,2457,"60","38","4","0","0","0","0","0","0","0","0","0",82.875,"11",2,"0",0
"299",6000,6000,2000,2000,2000,500,500,500,500,500,500,500,8000,98,27136,0,0,0,0,"1","0","0","1","0",0,"0",0,0,0,0,0,"2","0","0","0",0,"0","429",0,"0","0",8,8,2429,"9","16","2","0","0","0","0","0","0","0","1","0",54.875,"41",4,"0",0
"300",6000,5000,3000,2000,5000,3000,3000,2000,2000,2000,2000,2000,8500,39,2006285,0,0,0,0,"1","0","0","0","0",0,"0",0,0,0,0,16,"0","0","0","0",0,"0","188",0,"0","2",0,2,2058,"28","118","2","0","0","0","0","0","0","0","0","0",49.125,"42",4,"0",0
"301",2000,500,2000,500,500,500,500,500,500,500,500,500,5200,3,72774,2,1,2,2,"0","0","0","0","0",0,"0",2,1,2,2,0,"0","0","0","0",0,"0","675",0,"0","0",18,0,3199,"105","392","4","0","0","0","0","0","0","0","0","0",94.375,"11",0,"0",0
"302",19000,11000,3000,8000,2000,2000,2000,2000,500,2000,2000,2000,7900,91,669770,31,23,31,31,"1","2","0","1","0",0,"0",21,18,21,21,4,"2","0","0","1",8,"0","30",0,"0","0",0,0,3192,"13","362","1","0","0","0","0","0","0","0","1","0",87.375,"10",0,"0",0
"303",2000,2000,3000,2000,2000,2000,2000,500,500,500,500,500,5900,66,1361,20,2,20,20,"0","0","0","0","0",0,"0",2,1,2,2,8,"2","0","0","0",9,"0","302",0,"0","0",0,0,3213,"9","16","2","0","0","0","0","0","0","0","0","0",108.375,"55",2,"0",1
"304",3000,2000,3000,500,500,2000,500,500,500,500,500,500,7400,39,428610,7,0,7,7,"0","0","0","0","0",0,"0",4,0,4,4,0,"0","0","0","0",1,"0","764",0,"0","0",0,0,3199,"141","430","2","0","0","0","0","0","0","0","1","0",94.375,"52",2,"0",0
"305",24000,27000,6000,2000,2000,2000,500,500,2000,2000,2000,5000,7600,119,478691,0,0,0,0,"1","0","0","0","0",0,"0",0,0,0,0,256,"0","0","0","0",0,"0","641",0,"0","0",0,0,2947,"42","378","2","0","0","0","0","0","0","0","1","0",207.625,"2",0,"0",0
"306",44000,10000,18000,5000,6000,3000,2000,2000,3000,2000,2000,2000,8200,108,975913,0,0,0,0,"1","2","0","0","0",0,"0",0,0,0,0,12,"2","0","1","0",0,"0","176",12,"0","0",0,0,2478,"53","109","1","0","0","0","0","0","0","0","1","0",103.875,"11",0,"0",0
"307",18000,3000,2000,500,500,2000,2000,2000,2000,2000,500,500,8100,59,438753,0,0,0,0,"1","0","0","0","0",0,"0",0,0,0,0,16,"2","0","0","0",0,"0","331",16,"0","0",62,62,2379,"31","56","1","0","0","0","0","0","0","0","1","0",4.875,"2",2,"0",0
"308",32000,11000,3000,2000,2000,2000,500,2000,2000,500,2000,500,7800,106,442044,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","320",0,"0","0",8,0,2233,"7","135","2","0","0","0","0","0","0","0","1","0",224.125,"41",0,"0",0
"309",2000,500,500,500,500,500,500,500,500,500,500,500,6500,13,0,0,0,0,0,"0","0","0","0","0",0,"2",0,0,0,0,2,"0","0","0","0",0,"0","391",0,"0","0",32,32,2415,"17","30","3","0","0","0","2","2","2","2","0","0",40.875,"22",0,"0",0
"310",5000,6000,8000,2000,2000,500,500,500,2000,500,500,500,7000,92,517764,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,16,"0","0","0","0",0,"0","303",16,"0","0",0,0,2128,"47","193","1","0","0","0","0","0","0","0","1","0",119.125,"2",4,"0",0
"311",56000,103000,35000,29000,19000,11000,8000,8000,6000,5000,3000,2000,8200,79,5417231,134,11,134,134,"0","0","0","0","0",0,"0",28,5,28,28,0,"2","0","0","0",79,"0","1116",0,"0","0",9,9,3229,"63","73","2","0","0","0","0","0","0","0","1","0",124.375,"32",2,"0",0
"312",3000,3000,2000,2000,2000,500,500,500,500,500,500,500,6900,8,439801,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,8,"3","0","0","0",0,"0","352",0,"0","0",0,0,2226,"27","46","3","0","0","0","0","0","0","0","1","0",217.125,"52",8,"0",0
"313",24000,3000,5000,500,2000,2000,2000,500,2000,500,500,500,8100,135,380699,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,8,"0","0","0","0",0,"0","550",0,"0","0",0,3,2842,"16","206","1","0","0","0","0","0","0","0","1","0",102.625,"10",0,"0",0
"314",3000,2000,500,2000,500,2000,2000,2000,500,500,500,500,8000,70,30069,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,16,"0","0","0","0",0,"0","567",0,"0","0",0,0,2807,"109","279","2","0","0","0","0","0","0","0","1","0",67.625,"14",0,"0",0
"315",2000,10000,5000,3000,2000,2000,2000,2000,500,500,500,500,6300,37,1007988,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,2,"0","0","0","0",0,"0","150",0,"0","0",0,0,1777,"42","77","3","0","0","0","0","2","0","2","0","0",133.375,"4",4,"0",0
"316",6000,5000,3000,10000,2000,2000,500,2000,500,500,500,500,8500,77,503093,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,16,"0","0","0","0",0,"0","398",0,"0","0",16,16,2450,"12","168","3","0","0","0","0","0","0","0","1","0",75.875,"13",0,"0",0
"317",3000,2000,500,500,500,2000,2000,500,500,500,500,500,7600,27,370537,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","371",0,"0","0",7,7,2345,"5","227","4","0","0","0","0","0","0","0","0","0",336.125,"11",4,"0",0
"318",227000,215000,39000,31000,23000,13000,8000,15000,8000,8000,6000,3000,8500,125,2408730,0,0,0,0,"1","2","0","1","0",0,"0",0,0,0,0,18,"4","0","0","1",0,"0","11",18,"0","0",0,0,2506,"5","8","1","0","0","0","0","0","0","0","1","0",131.875,"2",4,"0",0
"319",5000,5000,2000,2000,500,500,500,500,2000,500,500,500,6400,76,0,10,5,10,10,"0","0","0","0","0",0,"0",5,5,5,5,16,"0","0","0","0",5,"0","1058",0,"0","0",0,0,3227,"5","20","2","0","0","0","0","0","0","0","0","0",122.375,"2",0,"0",0
"320",8000,8000,2000,2000,2000,3000,500,500,500,500,500,500,6700,67,335300,0,0,0,0,"1","0","0","0","0",0,"0",0,0,0,0,12,"0","0","0","0",0,"0","402",0,"0","0",0,0,2499,"5","8","2","0","0","0","0","0","0","0","1","0",124.875,"2",0,"0",0
"321",2000,3000,500,500,500,500,500,500,500,500,500,500,7900,58,0,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,8,"0","0","0","0",0,"0","198",8,"0","0",52,52,2330,"17","32","3","0","0","0","0","2","0","2","0","0",321.125,"26",4,"0",0
"322",3000,2000,500,2000,500,500,500,500,500,2000,500,500,6500,51,16442,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,8,"0","0","0","0",0,"0","151",0,"0","0",0,0,1904,"45","97","2","0","0","0","0","0","0","0","0","0",260.375,"14",2,"0",0
"323",15000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,6800,95,0,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,16,"0","0","0","0",0,"0","42",0,"0","0",0,0,2653,"16","33","1","0","0","0","0","0","0","0","1","0",278.875,"11",0,"0",0
"324",15000,19000,5000,3000,3000,2000,2000,2000,2000,2000,2000,2000,7200,35,924460,0,0,0,0,"0","2","0","0","0",0,"0",0,0,0,0,8,"0","0","0","0",0,"0","40",0,"0","0",75,75,2142,"16","31","11","0","0","0","0","0","0","0","1","0",133.125,"13",2,"2",0
"325",5000,6000,2000,2000,2000,500,3000,2000,2000,2000,500,500,5100,50,25777,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,8,"0","0","0","0",0,"0","197",0,"0","0",30,0,1640,"28","123","2","0","0","0","0","0","0","0","0","0",361.625,"14",2,"0",0
"326",10000,3000,2000,500,2000,2000,2000,3000,500,2000,500,500,4500,60,561128,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","359",0,"0","0",0,0,2313,"45","220","2","0","0","0","0","0","0","0","1","0",304.125,"59",0,"0",0
"327",11000,2000,500,500,2000,500,500,500,500,500,500,2000,5800,72,118199,50,8,50,50,"1","0","0","1","0",0,"0",34,4,34,34,10,"0","0","0","0",17,"0","965",0,"0","0",0,0,3262,"12","208","2","0","0","0","0","0","0","0","1","0",157.375,"11",0,"0",0
"328",8000,3000,2000,2000,500,500,500,500,500,2000,500,2000,7000,67,70234,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,4,"0","0","0","0",0,"0","497",0,"0","0",42,42,2639,"53","51","2","0","0","0","0","0","0","0","0","0",264.875,"33",6,"0",0
"329",11000,6000,2000,2000,500,2000,2000,3000,2000,3000,2000,500,5600,99,635484,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,16,"2","0","0","0",0,"0","245",4,"0","0",0,0,2331,"28","156","1","0","0","0","0","0","0","0","1","0",322.125,"2",4,"0",0
"330",2000,500,500,500,500,500,500,500,500,500,500,500,4700,11,98168,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","222",0,"0","0",0,0,3220,"28","140","1","0","0","0","0","0","0","0","1","0",115.375,"46",0,"0",0
"331",2000,500,500,2000,500,500,500,500,500,500,500,500,7900,65,48840,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,8,"0","0","0","0",0,"0","236",0,"0","0",0,0,2100,"20","150","2","0","0","0","0","0","0","0","0","0",91.125,"17",0,"0",0
"332",29000,26000,32000,10000,8000,5000,3000,3000,5000,5000,5000,3000,9200,132,725087,0,0,0,0,"1","2","0","1","0",0,"0",0,0,0,0,8,"0","0","0","1",0,"0","81",0,"0","0",405,405,2856,"7","55","3","0","0","0","0","0","0","0","1","0",116.625,"13",2,"2",0
"333",5000,8000,3000,3000,2000,500,500,500,500,500,2000,500,4900,51,0,40,6,40,40,"0","0","0","0","0",0,"0",13,1,13,13,2,"0","0","0","0",15,"0","1075",0,"0","0",0,0,3234,"42","580","2","0","0","0","0","0","0","0","1","0",129.375,"18",2,"0",0
"334",163000,35000,13000,29000,61000,10000,8000,2000,2000,2000,2000,2000,8300,76,1238684,0,0,0,0,"1","0","0","0","0",0,"0",0,0,0,0,2,"0","0","0","0",0,"2","39",0,"0","2",32,32,2415,"17","30","3","0","0","0","0","2","2","2","1","2",40.875,"22",4,"0",1
"335",2000,16000,8000,3000,2000,2000,2000,2000,2000,2000,2000,2000,7600,45,820707,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,8,"0","0","0","0",0,"0","40",0,"0","0",0,0,1780,"16","31","4","0","0","0","0","0","0","0","0","0",136.375,"13",2,"0",0
"336",3000,500,2000,500,500,2000,2000,500,500,500,500,500,5900,58,7701,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","729",0,"0","0",0,0,2835,"27","414","1","0","0","0","0","0","0","0","0","0",95.625,"11",0,"0",0
"337",6000,2000,2000,2000,2000,500,2000,500,500,2000,2000,2000,6700,33,779723,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,2,"0","0","0","0",0,"2","5",0,"0","0",90,90,2254,"3","5","3","0","0","0","0","2","2","2","0","0",245.125,"5",2,"0",0
"338",19000,5000,2000,500,500,500,2000,2000,500,500,2000,500,7500,125,518565,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","20",0,"0","0",0,0,2677,"5","11","1","0","0","0","0","0","0","0","1","0",302.875,"10",0,"0",0
"339",2000,2000,500,500,2000,500,500,500,500,500,2000,500,6400,70,11971,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,4,"0","0","0","0",0,"0","350",0,"0","0",43,43,2239,"18","32","3","0","0","0","0","0","0","2","1","0",230.125,"26",4,"0",0
"340",63000,16000,3000,2000,2000,2000,2000,2000,2000,2000,3000,500,8500,111,326799,55,23,55,55,"1","0","0","1","0",0,"0",43,21,43,43,8,"0","0","0","1",11,"0","733",0,"0","0",36,36,3332,"13","23","2","0","2","0","0","0","2","0","1","0",227.375,"18",2,"0",0
"341",2000,3000,2000,500,500,500,2000,500,500,500,500,500,6900,59,598947,0,0,0,0,"1","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","244",0,"0","0",5,0,2001,"16","155","4","0","0","0","0","0","0","0","1","0",357.375,"11",0,"0",0
"342",2000,2000,500,500,500,500,500,500,500,500,500,500,7200,64,151404,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,8,"0","0","0","0",0,"0","346",0,"0","0",8,8,2240,"45","20","1","0","0","0","0","0","0","0","0","0",231.125,"2",4,"0",0
"343",6000,6000,2000,2000,2000,500,500,500,500,2000,500,500,7500,82,367178,26,9,26,26,"1","0","0","0","0",0,"0",15,5,15,15,4,"0","0","0","0",10,"0","1127",0,"0","0",30,30,3374,"53","607","2","0","0","0","0","0","0","0","1","0",269.375,"33",4,"0",0
"344",19000,8000,13000,2000,3000,2000,2000,2000,2000,2000,2000,2000,8000,92,664717,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,4,"2","0","0","0",0,"0","179",0,"0","0",67,67,2848,"53","51","2","0","0","0","0","0","0","0","1","0",108.625,"33",4,"0",0
"345",2000,500,500,500,500,500,500,500,500,500,500,500,6400,60,67691,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","676",0,"0","0",0,0,2975,"102","393","1","0","0","0","0","0","0","0","0","0",235.625,"1",0,"0",0
"346",15000,15000,2000,2000,2000,2000,2000,2000,500,2000,500,500,7700,49,910668,0,0,0,0,"1","2","0","1","0",0,"0",0,0,0,0,4,"2","0","0","0",0,"0","179",0,"0","0",63,63,2504,"53","51","2","0","0","0","0","0","0","0","1","0",129.875,"33",6,"0",0
"347",2000,2000,2000,3000,2000,500,500,500,500,500,500,500,3700,7,128209,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","382",0,"0","0",0,0,2457,"4","194","2","0","0","0","0","2","0","0","0","0",82.875,"2",0,"0",0
"348",2000,500,500,500,2000,500,500,500,500,500,500,500,7100,34,0,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","285",0,"0","0",0,0,2527,"42","180","2","0","0","0","0","0","0","0","0","0",152.875,"52",8,"0",0
"349",18000,6000,16000,3000,3000,3000,2000,2000,3000,2000,2000,2000,8200,66,18034,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,4,"0","0","0","0",0,"0","48",0,"0","0",621,621,2107,"17","32","3","0","0","0","0","2","2","2","0","0",98.125,"26",4,"0",0
"350",5000,16000,3000,2000,2000,2000,2000,2000,500,500,500,500,4600,60,631652,0,0,0,0,"0","2","0","0","0",0,"0",0,0,0,0,0,"3","0","0","0",0,"0","156",0,"0","0",0,0,1778,"45","100","4","0","0","0","0","0","0","0","1","0",134.375,"20",2,"0",0
"351",39000,8000,6000,3000,5000,16000,2000,2000,500,500,500,500,7900,36,483256,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,12,"0","0","0","0",0,"0","51",0,"0","0",0,0,2751,"17","30","3","0","0","0","0","2","2","2","1","0",11.625,"22",4,"0",0
"352",2000,3000,500,500,500,500,500,500,500,500,2000,2000,7500,60,242444,6,0,6,6,"0","0","0","0","0",0,"0",1,0,1,1,0,"2","0","0","0",2,"0","664",0,"0","0",0,0,2863,"60","38","4","0","0","0","0","0","0","0","1","0",123.625,"50",4,"0",0
"353",10000,11000,2000,2000,2000,3000,2000,2000,500,500,500,500,6700,104,335300,0,0,0,0,"1","2","0","1","0",0,"0",0,0,0,0,12,"0","0","0","1",0,"0","402",0,"0","0",0,0,2499,"5","8","2","0","0","0","0","0","0","0","1","0",124.875,"2",0,"0",0
"354",3000,500,2000,500,500,2000,2000,500,500,500,500,500,5800,59,7701,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","729",0,"0","0",0,0,2835,"27","414","1","0","0","0","0","0","0","0","0","0",95.625,"11",0,"0",0
"355",18000,18000,3000,3000,2000,2000,2000,2000,500,500,500,500,7800,68,910668,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,4,"2","0","0","0",0,"0","179",0,"0","0",64,64,2504,"53","51","2","0","0","0","0","0","0","0","1","0",129.875,"33",4,"0",0
"356",13000,10000,11000,2000,2000,2000,500,500,2000,2000,3000,2000,8000,89,860321,0,0,0,0,"1","2","0","1","0",0,"0",0,0,0,0,2,"0","0","0","0",0,"0","108",0,"0","0",41,41,2856,"9","16","2","0","0","0","0","0","0","0","1","0",116.625,"18",2,"0",0
"357",5000,5000,2000,2000,2000,5000,500,500,500,500,500,500,8700,85,28164,0,0,0,0,"0","2","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","450",0,"0","0",33,0,2499,"45","276","2","0","0","0","0","0","0","0","1","0",124.875,"44",0,"0",0
"358",21000,5000,2000,2000,500,2000,2000,2000,2000,500,500,500,7800,138,373658,0,0,0,0,"1","0","0","1","0",0,"0",0,0,0,0,8,"0","0","0","0",0,"0","2",8,"0","0",0,0,1652,"2","2","1","0","0","0","0","0","0","0","1","0",8.375,"2",0,"0",0
"359",37000,5000,2000,2000,2000,2000,2000,2000,2000,3000,2000,2000,7400,72,622980,0,0,0,0,"0","2","0","0","0",0,"0",0,0,0,0,4,"2","0","0","0",0,"0","205",0,"0","0",2,0,2254,"16","128","7","0","0","0","0","0","0","0","1","0",245.125,"2",2,"0",0
"360",2000,500,500,500,500,500,500,500,500,500,500,500,5900,8,934,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","864",0,"0","0",44,44,2849,"8","467","3","0","0","0","0","2","0","2","0","0",109.625,"22",4,"0",0
"361",3000,16000,10000,10000,6000,5000,5000,3000,3000,3000,2000,2000,4700,11,224077,88,8,88,88,"0","0","0","0","0",0,"0",7,1,7,7,8,"3","0","0","0",63,"0","1166",0,"0","0",0,0,3243,"59","357","3","0","0","0","0","2","0","0","0","0",138.375,"80",4,"0",0
"362",6000,10000,3000,2000,2000,2000,500,2000,500,500,500,500,7900,118,1073298,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","185",0,"0","2",0,0,1420,"28","116","2","0","0","0","0","0","0","0","0","0",141.625,"11",0,"0",0
"363",60000,42000,11000,6000,5000,5000,2000,2000,3000,3000,3000,2000,8600,115,1348716,0,0,0,0,"1","0","0","1","0",1,"0",0,0,0,0,0,"0","0","1","1",0,"0","566",0,"0","0",6,0,2863,"16","165","1","2","0","0","0","0","0","0","1","0",123.625,"1",0,"0",0
"364",2000,500,500,500,500,500,500,500,500,500,500,500,5300,39,73152,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"2","0","0","0",0,"0","67",0,"0","0",400,400,1883,"26","48","2","0","0","0","0","0","0","0","0","0",239.375,"10",2,"0",0
"365",92000,40000,10000,3000,2000,5000,5000,5000,3000,3000,5000,10000,9500,166,1784743,0,0,0,0,"1","0","0","1","0",0,"0",0,0,0,0,0,"0","0","1","1",0,"0","259",0,"0","0",11,0,2947,"16","165","1","0","0","0","0","0","0","0","1","0",207.625,"1",0,"0",0
"366",2000,500,2000,500,500,500,500,500,500,500,500,500,6100,12,166048,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","409",0,"0","0",0,0,2485,"12","255","3","0","0","0","0","0","0","0","0","0",110.875,"52",8,"0",0
"367",2000,2000,5000,2000,2000,500,500,500,500,500,500,500,6500,3,194305,5,1,5,5,"0","0","0","0","0",0,"0",2,1,2,2,0,"0","0","0","0",2,"0","17",0,"0","0",2,2,3192,"5","6","3","0","0","0","0","0","0","2","0","0",87.375,"12",2,"0",0
"368",3000,6000,2000,500,500,2000,500,500,500,500,500,500,6600,100,388256,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","437",0,"0","0",0,0,2583,"87","16","1","0","0","0","0","0","0","0","0","0",208.875,"10",0,"0",0
"369",5000,2000,500,2000,2000,500,500,500,500,500,500,500,4400,84,108948,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"2","0","0","0",0,"0","672",0,"0","0",16,0,2772,"16","251","2","0","0","0","0","0","0","0","1","0",32.625,"2",2,"0",0
"370",2000,500,2000,500,500,500,500,500,500,500,500,500,6600,47,0,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"2","0","0","0",0,"0","492",0,"0","0",4,5,2639,"5","131","4","0","0","0","0","0","0","0","0","0",264.875,"11",2,"0",0
"371",73000,19000,8000,8000,13000,8000,5000,5000,3000,3000,3000,2000,8800,104,1247336,0,0,0,0,"1","2","0","1","0",0,"0",0,0,0,0,24,"0","0","1","0",0,"0","367",0,"0","0",0,0,2982,"16","35","1","0","0","0","0","0","0","0","1","0",242.625,"2",0,"0",1
"372",2000,500,2000,500,500,500,500,500,500,500,500,500,7000,87,37215,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,8,"0","0","0","0",0,"0","460",0,"0","0",0,0,2695,"13","278","1","0","0","0","0","0","0","0","0","0",320.875,"20",0,"0",0
